,beer_id,abv,style,brewery
1827,1847380,0.114,Barleywine - American,Central Waters Brewing Company
1828,1470158,0.057,Porter - American,Hop Haus Brewing Company
1829,1237042,0.05,Stout - Other,Lena Brewing Company
1830,1833476,0.057999999999999996,Winter Ale,Capital Brewery
1831,1285313,0.053,Brown Ale - English,Goose Island Beer Co.
1832,1222401,0.095,Scotch Ale / Wee Heavy,Central Waters Brewing Company
1833,1458989,0.053,Blonde Ale,Hop Haus Brewing Company
1834,1180933,0.054000000000000006,Pale Ale - American,Hop Haus Brewing Company
1835,1661736,0.105,Fruit Beer,Lakefront Brewery
1836,1807377,0.065,Sour - Ale,New Holland Brewing Company
1837,1896469,0.051,Brown Ale - American,Pulpit Rock Brewing Company
1838,1853902,0.067,Spiced / Herbed Beer,Vintage Brewing Company
1839,6646,0.075,Belgian Strong Golden Ale,Bierbrouwerij De Koningshoeven
1840,34046,0.069,Roggenbier,Vintage Brewing Company
1841,1947002,0.057,Golden Ale,"Grumpy Troll Brewery, Restaurant and Pizzeria"
1842,1076485,0.055,IPA - American,Toppling Goliath Brewing
1843,1474531,0.096,Stout - Imperial / Double,Hop Haus Brewing Company
1844,1574379,0.045,Kölsch,3rd Sign Brewery
1845,1136255,0.053,Red Ale - American Amber / Red,Hop Haus Brewing Company
1846,985373,0.08,Porter - Other,Vintage Brewing Company
1847,1463563,0.055,Brown Ale - American,Worth Brewing Company
1848,19593,0.063,Scotch Ale / Wee Heavy,O'so Brewing Company
1849,1419439,0.05,Stout - Milk / Sweet,Hop Haus Brewing Company
1850,1339261,0.061,IPA - American,Pulpit Rock Brewing Company
1851,1234347,0.08,Scotch Ale / Wee Heavy,Hop Haus Brewing Company
1852,879555,0.067,Bock,"Grumpy Troll Brewery, Restaurant and Pizzeria"
1853,1735238,0.06,Porter - Other,Renegade Brewing Company
1854,67,0.09,Belgian Tripel,Ridgeway Brewing
1855,1812914,0.061,Winter Ale,Summit Brewing Company
1856,1858837,0.045,IPA - Black / Cascadian Dark Ale,Empirical Brewery
1857,36012,0.0625,Pale Ale - American,Brickstone Brewery
1858,1667285,0.065,Sour - Gose,The Sour Note Brewing
1859,1531180,0.043,Pale Ale - American,Marz Community Brewing Co.
1860,1950628,0.061,IPA - American,Hailstorm Brewing Co. 
1861,1903991,0.13,Stout - Imperial / Double,Hailstorm Brewing Co. 
1862,462855,0.105,Stout - Imperial Milk / Sweet,Pipeworks Brewing Company
1863,1461403,0.085,Stout - Milk / Sweet,Pipeworks Brewing Company
1864,1073666,0.055,Sour - Ale,Mikkeller
1865,1920598,0.08,Red Ale - American Amber / Red,The Sour Note Brewing
1866,911051,0.133,Stout - Russian Imperial,Hailstorm Brewing Co. 
1867,1940488,0.05,IPA - Session / India Session Ale,18th Street Brewery
1868,1933514,0.0,Pale Ale - American,Toppling Goliath Brewing
1869,1950624,0.08,IPA - Imperial / Double,Hailstorm Brewing Co. 
1870,255471,0.069,Spiced / Herbed Beer,Garage Project
1871,198714,0.075,IPA - American,Big Muddy Brewing
1872,1512388,0.067,IPA - American,Stone Brewing
1873,1541419,0.061,Saison / Farmhouse Ale,18th Street Brewery
1874,617648,0.055,Pale Ale - American,18th Street Brewery
1875,1191078,0.11,Doppelbock ,Wisconsin Brewing Company
1876,451644,0.085,Stout - American Imperial / Double,Central Waters Brewing Company
1877,1228565,0.05,Dark Ale,Hops & Leisure
1878,4140,0.061,Stout - American,Bell's Brewery
1879,1228556,0.04,Kölsch,Hops & Leisure
1880,1749784,0.05,Cider,Ciderboys Hard Cider
1881,1228577,0.045,Red Ale - American Amber / Red,Hops & Leisure
1882,41312,0.09,Belgian Tripel,Yard House
1883,290822,0.075,Red Ale - Irish,Karben4 Brewing
1884,37947,0.055,Cyser,B. Nektar Meadery
1885,1182881,0.059000000000000004,Stout - Oatmeal,Blue Moon Brewing Company
1886,365524,0.049,Stout - Irish Dry,Sidhe Brewing Company
1887,1599343,0.07,Saison / Farmhouse Ale,Brasserie Dupont
1888,219355,0.1,Cider,Angry Orchard Cider Company
1889,1337320,0.045,Hefeweizen,Hops & Leisure
1890,3622,0.064,Stout - American,Deschutes Brewery
1891,3939,0.11900000000000001,Belgian Quad,Weyerbacher Brewing Company
1892,38104,0.07,Bock,Bierbrouwerij De Koningshoeven
1893,1781106,0.10099999999999999,Belgian Quad,Avery Brewing Co.
1894,17513,0.105,Stout - Russian Imperial,Bell's Brewery
1895,1740365,0.059000000000000004,Porter - American,Stone Brewing
1896,861594,0.065,Porter - Other,Illuminated Brew Works
1897,1701919,0.057,Märzen,Revolution Brewing Company
1898,176974,0.06,Winter Warmer,Jacob Leinenkugel Brewing Company
1899,1391948,0.095,Strong Ale - American,Lagunitas Brewing Company
1900,1280176,0.042,Shandy / Radler,Jacob Leinenkugel Brewing Company
1901,6872,0.05,Brown Ale - English,Samuel Smith's Old Brewery
1902,7120,0.05,Red Ale - Irish,Heineken Brewery Ireland
1903,323568,0.051,Pale Ale - American,Two Brothers Brewing Company
1904,3820,0.053,Pilsner - German,Victory Brewing Company
1905,259756,0.095,Red Ale - Imperial / Double,Two Brothers Brewing Company
1906,458787,0.07,Rauchbier,Hammerheart Brewing Company
1907,821,0.069,IPA - American,Stone Brewing
1908,7521,0.049,Pilsner - German,König Brauerei
1909,6206,0.055,Brown Ale - American,Avery Brewing Co.
1910,1044097,0.085,IPA - Imperial / Double,Stone Brewing
1911,1006683,0.04,Shandy / Radler,Jacob Leinenkugel Brewing Company
1912,12201,0.11800000000000001,Belgian Quad,Boulevard Brewing Co.
1913,758603,0.05,Stout - Milk / Sweet,Stone Brewing
1914,13003,0.077,Märzen,Two Brothers Brewing Company
1915,6590,0.049,Kristallweizen ,Jacob Leinenkugel Brewing Company
1916,1942050,0.076,Saison / Farmhouse Ale,Perihelion Brewery
1917,1847000,0.10300000000000001,Spiced / Herbed Beer,Great Basin Brewing Co.
1918,1915738,0.062000000000000006,Pale Wheat Ale - American,Flying Lion Brewing
1919,41566,0.047,Ginger Beer,Caldera Brewing Company
1920,1876824,0.09,Stout - Imperial / Double,Woodland Empire Ale Craft
1921,1521904,0.10800000000000001,Porter - Imperial / Double,Ten Ninety Brewing Co
1922,1890097,0.049,IPA - Session / India Session Ale,Reuben's Brews
1923,19485,0.069,Scotch Ale / Wee Heavy,Lake Louie Brewing
1924,49724,0.07,Stout - Foreign / Export,Copper Kettle Brewing Company (Colorado)
1925,3769,0.057999999999999996,Brown Ale - Other,New Glarus Brewing Company
1926,1321450,0.08,Porter - Baltic,Bauhaus Brew Labs
1927,10772,0.064,Porter - English,Lake Louie Brewing
1928,1203789,0.09300000000000001,Wheat Wine,Adroit Theory
1929,1406106,0.095,Porter - Baltic,Flying Fish Brewing Company
1930,198047,0.08199999999999999,Scotch Ale / Wee Heavy,Hoppin' Frog Brewery
